Read data time:  0.110990
Learn transition time:  0.163236
Generate graph time:  0.400522
End-to-end Time:  0.674748
1422 114 1085538384
1422 114 1085538937
1422 114 1085588543
1422 114 1085592523
1422 114 1085611564
1422 114 1085621944
1422 114 1085622077
1422 114 1085622205
1422 114 1085622293
1422 114 1085622455
792 1634 1085510998
800 641 1085509867
367 832 1086067843
529 852 1085509765
529 852 1085597171
522 617 1088833061
1735 938 1085507362
1396 1746 1085506139
1396 1746 1085526663
59 584 1091829207
59 584 1092088986
543 154 1085505893
543 154 1085629770
1393 1848 1088965701
787 341 1085505669
787 341 1085599185
668 173 1086473033
668 173 1086646655
668 173 1086762170
694 617 1085505423
1016 882 1085504832
1354 1371 1085504635
1070 1162 1093206560
1070 1162 1093216213
1070 1162 1093307966
203 1839 1085559316
1371 1371 1085503056
1703 1674 1085501942
372 857 1085501630
1783 1371 1085500918
243 1848 1085500317
1740 1344 1085500079
117 1607 1085499990
346 1165 1085498784
346 1165 1085508132
346 1165 1085508729
392 1377 1085497953
833 155 1085743973
1700 1195 1085497674
1700 1195 1088639765
1224 1585 1086889503
617 1824 1086033313
980 1802 1085496425
980 1802 1085503427
980 1802 1085508466
980 1802 1085508898
808 1264 1086731720
808 1264 1087185806
808 1264 1087255333
1214 1383 1085682601
766 392 1085490582
777 1483 1085487508
777 1483 1085495123
777 1483 1085495460
777 1483 1085495741
777 1483 1085496378
777 1483 1085521290
777 1483 1085565193
777 1483 1085566007
777 1483 1085566437
777 1483 1085566806
777 1483 1085567232
777 1483 1085567245
777 1483 1085567599
821 516 1085988854
138 708 1085486823
161 929 1085486205
161 929 1085486221
161 929 1085532044
161 929 1085545051
161 929 1085663884
1585 1264 1096444495
1585 1264 1096445094
1585 1264 1096445591
62 1016 1085485224
1023 238 1090559366
1023 238 1090810243
1023 238 1090857782
1023 238 1091118560
1149 1734 1085484268
1672 997 1085483817
1246 1734 1085483781
1738 1088 1085483087
1738 1088 1085487384
1738 1088 1085534779
1738 1088 1085554902
1738 1088 1085565023
255 976 1085482203
1095 1393 1097730601
1095 1393 1097730603
155 1707 1086070233
1100 1100 1085632867
400 33 1085481112
400 33 1085481255
400 33 1085522183
400 33 1085524743
400 33 1085524881
73 33 1085524881
400 33 1085525314
821 835 1085480889
443 1464 1085480168
443 1464 1085508160
334 1371 1085479458
334 1371 1085479622
334 1371 1085479997
334 1371 1085480228
334 1371 1085480374
334 1371 1085480563
334 1371 1085481022
334 1371 1085481281
334 1371 1085481453
334 1371 1085521837
334 1371 1085522161
334 1371 1085522675
334 1371 1085523884
334 1371 1085558900
334 1371 1085560554
334 1371 1085560962
334 1371 1085561084
334 1371 1085561503
334 1371 1085561595
334 1371 1085565384
334 1371 1085565469
334 1371 1085565494
334 1371 1085565722
334 1371 1085565922
334 1371 1085566113
334 1371 1085566503
334 1371 1085566549
334 1371 1085566673
334 1371 1085566791
334 1371 1085566878
334 1371 1085566928
334 1371 1085567091
334 1371 1085567626
334 1371 1085567638
334 1371 1085567785
334 1371 1085567983
1888 584 1085479143
1888 584 1085555670
1888 584 1085559002
898 1034 1086831167
1100 14 1085479141
827 1166 1089017490
156 1535 1085479095
156 1535 1085479209
156 1535 1085479339
156 1535 1085479402
156 1535 1085479412
156 1535 1085479418
156 1535 1085548953
274 1686 1086160162
274 1686 1086377472
843 1840 1085479078
843 1840 1085480866
1254 1450 1085479053
1254 1450 1085479092
1254 1450 1085479291
1254 1450 1085479422
1254 1450 1085479584
1254 1450 1085479725
1254 1450 1085479740
1254 1450 1085479880
1254 1450 1085479919
1254 1450 1085480087
1254 1450 1085480133
1254 1450 1085480273
1254 1450 1085480371
1254 1450 1085480454
1254 1450 1085480720
1254 1450 1085480906
1254 1450 1085480943
1254 1450 1085480983
1254 1450 1085481031
1254 1450 1085481120
1254 1450 1085481209
1254 1450 1085481295
1254 1450 1085481312
1254 1450 1085481502
1254 1450 1085481515
1254 1450 1085481668
1254 1450 1085481696
1254 1450 1085565660
1254 1450 1085565688
1254 1450 1085565813
1254 1450 1085566080
1254 1450 1085566215
1254 1450 1085566349
1254 1450 1085566860
1254 1450 1085566875
1254 1450 1085566990
1254 1450 1085567166
1254 1450 1085567305
1254 1450 1085567610
1254 1450 1085568073
1254 1450 1085568096
1254 1450 1085568465
1254 1450 1085568483
1254 1450 1085568597
1845 73 1085478910
1845 73 1085479069
1845 73 1085479203
1845 73 1085479384
1845 73 1085479507
1845 73 1085479682
1845 73 1085479794
1845 73 1085479894
1845 73 1085479936
1845 73 1085480050
1845 73 1085480195
1845 73 1085480271
1845 73 1085480386
1845 73 1085480483
1845 73 1085480632
1845 73 1085480814
1845 73 1085480901
1845 73 1085480953
1845 73 1085480973
1845 73 1085481076
1845 73 1085481156
1845 73 1085481237
1845 73 1085481274
1845 73 1085481430
1845 73 1085481439
1845 73 1085481574
1845 73 1085481615
1845 73 1085481683
1845 73 1085481700
1845 73 1085481749
1845 73 1085481759
1845 73 1085565760
1845 73 1085565783
1845 73 1085566173
1845 73 1085566318
1845 73 1085566482
1845 73 1085566818
1845 73 1085566964
1845 73 1085567055
1845 73 1085567376
1845 73 1085568052
1845 73 1085568212
1845 73 1085568271
1845 73 1085568824
1845 73 1085568879
1845 73 1085568895
1665 308 1089632769
1665 308 1089632771
1665 308 1089632772
1665 308 1097971961
1888 1447 1085478667
1888 1447 1085506656
1888 1447 1085522419
1169 197 1085478541
1169 197 1085478783
1169 197 1085478987
1169 197 1085479596
1169 197 1085479842
59 149 1085478206
1665 1351 1085478016
1665 1351 1085568009
1614 1055 1086459632
1371 90 1085477998
695 382 1094936787
1233 326 1091472949
1839 1337 1085477887
1576 680 1085477613
1281 516 1085477388
1419 1801 1089705148
1419 1801 1089790360
1665 697 1085477176
1665 697 1085595833
1665 697 1085609791
1665 697 1085614688
94 250 1085477045
12 617 1088462250
12 617 1088462570
687 1636 1085476911
687 1636 1085631794
687 1636 1086260760
660 273 1085476638
660 273 1085642720
660 273 1085643201
660 273 1085643386
660 273 1085643524
660 273 1085643602
660 273 1085643739
1194 1046 1085476494
862 1740 1085476488
862 1740 1085641769
862 1740 1085641850
862 1740 1085641906
1208 1750 1085476443
232 1712 1085731087
1736 827 1085476364
1736 827 1085561144
1186 979 1085476355
1186 979 1085550736
1186 979 1085608191
1186 979 1085639054
1186 979 1085639355
1764 1583 1085476325
1764 1583 1085611068
1764 1583 1085612373
1764 1583 1085612522
1764 1583 1085612696
1764 1583 1085612904
1764 1583 1085613053
1764 1583 1085613244
1764 1583 1085654155
1214 793 1085476106
1585 1371 1085475355
1585 1371 1085475668
1585 1371 1085475982
1585 1371 1085476263
1585 1371 1085476740
1585 1371 1085477082
1166 1228 1086079199
1166 1228 1086121709
1166 1228 1086121844
1849 535 1085475311
1849 535 1085475592
1849 535 1085475884
1849 535 1085476145
1849 535 1085476485
1849 535 1085476818
708 436 1085475057
708 436 1085552995
173 1298 1085475040
173 1298 1085641231
173 1298 1085641911
173 1298 1085643376
173 1298 1085772387
173 1298 1085774462
173 1298 1085774944
173 1298 1086052088
1594 372 1086836907
1594 372 1086839353
368 372 1085475035
849 337 1093716677
112 199 1085475026
621 1785 1097971961
778 1752 1085474977
778 1752 1085607078
778 1752 1085685651
778 1752 1085695519
337 243 1085474937
646 682 1085474726
1329 938 1086069263
1329 938 1086429323
435 907 1085474702
435 907 1085474962
435 907 1085475092
435 907 1085475964
435 907 1085476527
435 907 1085477069
435 907 1085477439
435 907 1085477537
435 907 1085477544
435 907 1085477670
435 907 1085477705
435 907 1085477806
435 907 1085478417
435 907 1085522466
1848 599 1085474693
1848 599 1085474890
1848 599 1085475224
1848 599 1085475705
1848 599 1085476077
1848 599 1085476521
1848 599 1085476652
1848 599 1085476855
1848 599 1085477178
1811 1845 1085474624
1811 1845 1085475059
1811 1845 1085475571
35 1232 1085474617
35 1232 1085475828
35 1232 1085476060
35 1232 1085476301
460 207 1085474519
230 137 1085474469
24 395 1085778310
24 395 1085875898
1012 708 1085474251
1012 708 1085514091
1100 1108 1085474090
413 128 1085559645
413 128 1086165766
161 584 1085474061
161 584 1085474496
161 584 1085474909
161 584 1085475142
161 584 1085475243
161 584 1085475655
161 584 1085475895
1169 863 1085473946
1169 863 1085543088
1169 863 1085590131
1169 863 1085956527
1641 646 1085473901
1641 646 1085626886
1389 1821 1086720360
1636 1592 1085473796
1433 1347 1085473759
1433 1347 1085505002
1724 1798 1085473371
1724 1798 1085476719
1191 1123 1085473312
1329 959 1089238812
1055 875 1085473071
953 1271 1085473054
953 1271 1085473661
953 1271 1085530338
953 1271 1085637278
953 1271 1085698514
953 1271 1085705412
953 1271 1085705981
953 1271 1085706260
953 1271 1085706409
953 1271 1085710135
953 1271 1086238543
953 1271 1086309896
953 1271 1086645747
953 1271 1086654449
1195 687 1085473035
1195 687 1085473246
1777 1778 1085472926
677 1344 1085472781
677 1344 1085559075
677 1344 1085606365
1371 17 1085472696
904 835 1085472580
904 835 1085552472
904 835 1085616374
904 835 1085688715
904 835 1085750580
1761 104 1089397744
17 1323 1086254004
389 173 1085472533
389 173 1085530215
389 173 1086063429
519 1638 1085799881
1515 1329 1085472522
1515 1329 1085472663
1515 1329 1085472836
1515 1329 1085472956
1515 1329 1085473028
1515 1329 1085473124
1515 1329 1085473204
1515 1329 1085473342
1515 1329 1085473591
1515 1329 1085473720
1515 1329 1085473821
1515 1329 1085473987
1515 1329 1085474099
1515 1329 1085474146
1515 1329 1085474212
1515 1329 1085474361
1515 1329 1085474578
1515 1329 1085474800
1515 1329 1085474951
1515 1329 1085475395
1515 1329 1085475454
1515 1329 1085475545
1515 1329 1085475611
197 1824 1085472390
128 524 1088636582
128 524 1088644506
128 524 1088664362
1764 1329 1085472143
1764 1329 1085509058
1764 1329 1085546508
1764 1329 1085982983
1764 1329 1085997243
1502 1337 1089454466
1502 1337 1089483867
1502 1337 1089508027
1493 750 1085471986
1493 750 1085472061
1493 750 1085472209
382 1208 1085471950
382 1208 1085472069
1895 250 1085471672
666 197 1085471587
666 197 1085471681
773 1037 1085471573
773 1037 1085505988
1371 912 1094934648
1879 1784 1085471540
1879 1784 1085471639
1100 1848 1085471489
1100 1848 1085471506
1201 1593 1085471446
128 1608 1093238942
1366 1001 1085687952
1366 1001 1089479673
1396 1361 1085471445
1396 1361 1085471626
1396 1361 1085471634
1396 1361 1085471846
1396 1361 1085471862
1396 1361 1085473160
630 979 1085471410
1749 1508 1085471374
741 1647 1085471350
741 1647 1085471664
741 1647 1085472440
182 1103 1085471116
602 1226 1087110810
1327 1847 1086497021
777 1099 1085471093
855 105 1085471076
554 529 1085471027
1740 1234 1085648913
522 1411 1085470853
599 550 1085470830
929 1177 1085470792
1099 164 1088834849
1396 736 1085470773
4 1784 1085470743
4 1784 1085471156
4 1784 1085471335
4 1784 1085471610
4 1784 1085471713
1372 21 1085470731
1372 21 1085588587
1372 21 1085620000
1113 901 1086311910
1881 134 1085470721
1881 134 1085470855
1881 134 1085471199
1881 134 1085471588
1881 134 1085471695
232 221 1086031620
59 1377 1085470718
59 1377 1085470770
59 1377 1085470857
59 1377 1085471007
59 1377 1085471102
59 1377 1085471239
59 1377 1085471423
59 1377 1085471615
59 1377 1085471720
59 1377 1085471836
59 1377 1085472040
59 1377 1085472195
59 1377 1085472500
59 1377 1085472962
387 59 1086236721
208 646 1085470688
832 797 1085470668
832 797 1085471792
1528 617 1086239497
1016 1340 1085682818
1758 859 1085470460
1758 859 1085470659
1758 859 1085470913
1758 859 1085470965
1758 859 1085471080
1758 859 1085471291
1758 859 1085471537
522 1045 1085470406
1804 1842 1085470283
1804 1842 1085471565
736 103 1096609101
1316 1329 1085470022
1316 1329 1085479014
1316 1329 1085634268
630 1195 1085589629
630 1195 1085613644
1304 56 1085469991
201 821 1085469930
250 129 1086317773
250 129 1086317962
250 129 1086318215
250 129 1086320268
1848 1659 1085469894
1848 1659 1085511471
1422 1203 1085469879
1202 1128 1085469681
1144 687 1085469622
1144 687 1085469857
1144 687 1085893436
1144 687 1085895269
1495 1888 1088826966
1495 1888 1089003205
1371 1815 1085469406
392 1204 1092374742
400 1789 1085469337
1171 1128 1090378600
787 785 1085469179
148 676 1085469130
148 676 1085470330
1323 980 1085469050
1323 980 1086068266
1316 1852 1087123686
1316 1852 1087175907
1372 1231 1085469019
1372 1231 1085500880
1372 1231 1085518662
1839 874 1092807509
1777 1387 1085640914
1777 1387 1085640971
1777 1387 1085641391
1777 1387 1085641578
1777 1387 1085641796
1777 1387 1085641919
1777 1387 1085642093
1777 1387 1085643409
1777 1387 1085643611
1777 1387 1085643934
1777 1387 1085644136
1777 1387 1085644626
1777 1387 1085645016
1777 1387 1085646927
1777 1387 1085647761
1777 1387 1085648226
1777 1387 1085648256
1777 1387 1085648398
1777 1387 1085648637
1777 1387 1085649376
1777 1387 1085649532
1777 1387 1085649771
1777 1387 1085650150
1777 1387 1086899187
274 1529 1085468724
274 1529 1085554699
336 105 1085468409
496 980 1085468244
687 392 1085562996
687 392 1085617355
646 1230 1085468236
646 1230 1085517225
646 1230 1085554562
1214 155 1085467978
1214 155 1085471385
1214 155 1085472193
634 617 1085683000
1414 1590 1085467934
774 169 1085467758
774 169 1085632685
114 751 1085556311
838 713 1085467590
1203 94 1085467313
314 1293 1085467083
1230 1683 1086240816
643 1220 1085466894
185 1220 1085466846
185 1220 1085468796
185 1220 1085470203
185 1220 1085471657
821 868 1086899854
821 868 1086902656
1822 548 1086250350
1822 548 1086250598
535 497 1085466842
535 497 1086203480
535 497 1086273406
535 497 1088375559
535 497 1096945496
535 497 1097017733
1351 1110 1093757355
1351 1110 1093757618
1351 1110 1093757807
1614 1714 1087167744
392 460 1085466690
886 1377 1085466671
886 1377 1085467411
435 1510 1086838937
435 1510 1087178784
435 1510 1088094621
164 253 1085466395
193 643 1085466372
1549 19 1085466175
207 1396 1085466093
207 1396 1085467048
207 1396 1085467721
1440 311 1085465922
1440 311 1085476514
1440 311 1085476731
423 430 1085465901
423 430 1085816537
1584 1040 1085465741
1388 367 1085465640
1388 367 1085644246
1388 367 1085644724
835 13 1085465634
835 13 1085465872
835 13 1085466037
336 1614 1085465515
1749 1585 1085465419
673 821 1085464949
1100 502 1086160003
1198 51 1085464845
1198 51 1085464987
1198 51 1085465091
1198 51 1085556366
1198 51 1085558358
1198 51 1085558680
1198 51 1085559325
1198 51 1085559398
1198 51 1085694150
1198 51 1085694244
1198 51 1085694954
1198 51 1085695452
1198 51 1085695976
658 835 1085464829
658 835 1085466758
658 835 1085469522
658 835 1085516308
658 835 1085525932
658 835 1085528136
658 835 1085528773
658 835 1085529582
658 835 1085533740
658 835 1085609361
809 807 1085464706
617 1367 1097550776
396 664 1094890738
1186 169 1085524238
1186 169 1086583180
540 382 1085464677
1491 388 1085464574
147 1464 1085464501
147 1464 1085692435
1787 1226 1095834371
1787 1226 1096326017
1787 1226 1096326064
1787 1226 1096953014
1523 1351 1085464418
1523 1885 1085464422
1523 1821 1085464425
1523 1885 1085464425
67 92 1085464394
760 40 1085463833
1778 382 1085463808
1307 1629 1085463753
1307 1629 1085464445
1307 1629 1085530330
1307 1629 1085547022
1307 1629 1085637921
1223 757 1085463616
4 94 1085463514
4 94 1085465663
4 94 1085465687
4 94 1085465991
4 94 1085466169
1359 1088 1086970780
308 1396 1085463491
308 1396 1085463583
308 1396 1085463827
308 1396 1085463996
308 1396 1085464539
308 1396 1085465228
308 1396 1085465495
308 1396 1085610572
308 1396 1085611815
308 1396 1085612039
308 1396 1085612070
308 1396 1085612177
308 1396 1085612386
308 1396 1085612512
308 1396 1085612788
308 1396 1085612873
308 1396 1085613074
308 1396 1085613327
308 1396 1085613774
308 1396 1085614126
308 1396 1085615027
308 1396 1085615116
308 1396 1085615260
308 1396 1085615490
308 1396 1085627230
1848 757 1085463453
1811 367 1085463427
1811 367 1085507241
1811 367 1085533836
1811 367 1085600602
1811 367 1085622520
1811 367 1085635732
1811 367 1085636703
1811 367 1085644196
1811 367 1085678713
1811 367 1085683687
1811 367 1085711380
1811 367 1085711587
1811 367 1086107041
1811 367 1086122688
1811 367 1086132757
1811 367 1086147060
1811 367 1086159317
1811 367 1086160581
1811 367 1086164541
1811 367 1086165430
1811 367 1086196677
1811 367 1086209097
1811 367 1086217720
1811 367 1086225865
1811 367 1086242357
1811 367 1086244248
1811 367 1086326518
1811 367 1086472487
1811 367 1086480665
1811 367 1092831743
1811 367 1092965309
1811 367 1095420316
1203 694 1085463212
826 1888 1085463190
138 979 1098559953
1458 1562 1085463169
1798 1392 1085462794
413 1495 1085462728
413 1495 1085466713
250 784 1085462382
250 784 1085465359
250 784 1085474198
1325 757 1095376223
1297 176 1085556863
1297 176 1085560662
1297 176 1085564010
1250 1599 1085462077
1250 1599 1085553001
1250 1599 1085553312
1250 1599 1085553555
1250 1599 1085553649
1250 1599 1085554076
1250 1599 1085554405
460 251 1085461959
182 1617 1085460659
182 1617 1085460701
1027 1450 1085460530
1016 1821 1085460438
1016 1821 1085460563
1016 1821 1085460666
1016 1821 1085460787
1016 1821 1085461105
599 1434 1085460391
793 1208 1085460371
793 1208 1085460525
793 1208 1085460636
793 1208 1085460728
793 1208 1085461046
793 1208 1085461333
334 1561 1088573377
334 1561 1088573420
334 1561 1088723752
334 1561 1088724363
334 1561 1088751579
334 1561 1089833017
334 1561 1089833418
979 828 1085459779
979 828 1085563664
979 828 1085737033
1654 1888 1085459620
1001 6 1085459539
1001 6 1085460226
1276 753 1085459419
1276 753 1085797504
1276 753 1087256957
1149 1781 1085459367
1149 1781 1085644928
1149 1781 1085646088
1149 1781 1085646797
1149 1781 1085646927
1149 1781 1085647467
1149 1781 1085647718
426 1824 1085459266
1414 1819 1086253745
394 1208 1085458891
232 1635 1085458859
232 1635 1085543244
700 529 1085602070
207 1288 1085527590
1056 1888 1085458819
1056 1888 1085511396
1800 1182 1085458767
1276 1842 1086571009
1276 1842 1086648664
708 1371 1085458635
337 708 1085556086
337 708 1085559652
337 708 1085638306
337 708 1085638458
1555 1153 1085458573
1555 1153 1085458925
1555 1153 1085459715
1555 1153 1085459865
1555 1153 1085459939
1484 1043 1085857519
1484 1043 1086050207
988 1629 1085613545
988 1629 1085683665
988 1629 1085703844
988 1629 1085772462
988 1629 1086072689
201 103 1085458549
201 103 1085458732
201 103 1085458899
201 103 1085459316
201 103 1085459384
201 103 1085459513
201 103 1085459740
201 103 1085460474
620 1867 1085458442
1755 617 1085458402
1755 617 1085464894
1755 617 1085466929
1755 617 1085473437
6 1724 1085458348
6 1724 1085625114
1194 898 1085458239
1194 898 1085458711
1194 898 1093718367
682 621 1085458233
682 621 1085458699
682 621 1085459126
682 621 1085459464
682 621 1085469270
682 621 1085469931
682 621 1085470285
682 621 1085470764
682 621 1085471049
682 621 1085471396
682 621 1086025546
682 621 1086052077
1100 169 1085458182
1100 169 1085565432
1100 169 1085565601
1100 169 1086233679
1100 169 1086314381
1100 169 1086340129
1100 169 1086340795
1100 169 1086340805
1411 341 1095086572
874 329 1085458099
874 329 1085459001
874 329 1085459804
874 329 1085460285
874 329 1085466196
874 329 1085499855
874 329 1085521108
255 1572 1085458095
255 1572 1085551606
255 1572 1086755734
586 970 1085458005
929 1785 1085457991
929 1785 1085537245
929 1785 1085554254
929 1785 1085554809
929 1785 1085557617
929 1785 1085565996
434 308 1086764300
434 308 1086764339
56 736 1085457989
56 736 1085459746
17 276 1085457323
1187 1133 1085456341
1187 1133 1085456946
1187 1133 1085457179
1187 1133 1085457730
1187 1133 1085458282
1187 1133 1085458477
412 930 1091494617
412 930 1091519417
1553 1495 1085455691
1553 1495 1085463509
1553 1495 1085465086
1553 1495 1085472141
1553 1495 1085473504
874 1688 1085455288
874 1688 1085459862
874 1688 1085464739
874 1688 1085471407
874 1688 1085500107
874 1688 1085507796
874 1688 1085511274
874 1688 1085517370
874 1688 1085521163
874 1688 1085522269
874 1688 1085531467
874 1688 1085539645
874 1688 1085549058
874 1688 1085555034
874 1688 1085605321
874 1688 1085607302
929 311 1086328799
1383 699 1085695042
1383 699 1085695135
1383 699 1085697656
1383 699 1085697780
1383 699 1085699061
1383 699 1085700058
1264 430 1085454973
884 1369 1085454762
914 207 1092799522
662 1461 1085454500
662 1461 1085454507
662 1461 1085454511
662 1461 1085454517
1671 739 1085454329
1492 201 1085454254
1492 201 1085460674
1232 450 1085454208
1168 999 1085454147
588 199 1085453870
588 199 1085558125
588 199 1086756747
410 1095 1086935150
687 519 1085453856
382 523 1085453769
382 523 1085457008
382 523 1085457066
382 523 1085457217
382 523 1085458139
382 523 1085458313
342 599 1092876070
826 1203 1085453463
826 1203 1085457580
826 1203 1085479003
826 1203 1085569409
826 1203 1085945299
826 1203 1086117216
1636 367 1088539891
1208 1888 1085453390
244 120 1085453336
1495 1575 1085453297
21 1206 1085453275
21 1206 1085458756
21 1206 1085459700
21 1206 1085459869
21 1206 1085464932
21 1206 1085475720
21 1206 1085520346
21 1206 1085524648
1214 980 1085453202
1100 599 1085453097
410 273 1085453056
1322 59 1085452899
1169 874 1087466181
1169 874 1087466195
125 741 1085452887
289 232 1085452859
289 232 1085457739
680 708 1085452832
680 708 1085480969
1440 1201 1085452774
1440 1201 1085453448
1440 1201 1085457626
1440 1201 1085457678
1440 1201 1085458797
1440 1201 1085459770
1440 1201 1085464898
1440 1201 1085465020
1440 1201 1085475753
641 682 1095887460
1380 248 1085452654
529 930 1086157062
1655 676 1086067306
1056 1424 1085985999
1056 1424 1085986186
1056 1424 1085986416
1056 1424 1085986630
1109 739 1085452196
327 59 1085452192
1603 821 1085452117
321 1184 1085451965
321 1184 1085940177
1777 40 1085451955
284 933 1085451879
1536 4 1086066802
934 407 1085451856
934 407 1085451961
1702 1422 1085451318
1702 1422 1085538672
1702 1422 1086162638
1702 1422 1086192816
1702 1422 1086245376
1702 1422 1090613606
617 1019 1085451097
1414 673 1090473328
1414 673 1090473360
1414 673 1090473371
1414 673 1090473382
1414 673 1090473387
250 929 1085450657
250 929 1085458579
250 929 1085459066
250 929 1085459384
250 929 1085460578
250 929 1085469745
250 929 1085470212
250 929 1085470614
250 929 1085471019
250 929 1085471311
1578 821 1085449935
1578 821 1085459837
540 1492 1085449914
662 185 1089252893
136 1175 1085556082
136 1175 1085556457
1074 342 1085449466
22 1491 1087100654
22 1491 1087100660
22 1491 1087100665
1153 1100 1086302548
280 988 1085449307
1187 95 1085448904
1187 95 1085449116
1187 95 1085449630
1187 95 1085450038
289 1719 1085448773
999 1848 1085448564
1848 1100 1085448491
1313 1072 1085448329
1313 1072 1085449228
1313 1072 1085449229
912 1264 1085447663
912 1264 1085453230
1798 478 1085453604
1798 478 1085556238
1798 478 1085600833
1798 478 1085635464
344 125 1085447435
17 884 1085447372
17 884 1085447505
17 884 1085447641
957 1175 1085447346
957 1175 1085589635
957 1175 1085696657
14 1507 1085447271
14 1507 1085447834
14 1507 1085448194
14 1507 1085448379
14 1507 1085448734
523 115 1085447179
523 115 1085447244
523 115 1085447526
523 115 1085447682
523 115 1085447868
523 115 1085447970
523 115 1085448072
1254 1298 1085447087
1254 1298 1085447301
1254 1298 1085447910
1254 1298 1085448289
1254 1298 1085448544
1108 1553 1095786449
1396 207 1085446913
14 1740 1085446837
1665 308 1086240856
94 1848 1085729121
1387 1483 1085446709
566 938 1090357411
566 938 1090463362
566 938 1090482136
566 938 1090790112
566 938 1095103203
566 938 1095103205
566 938 1095103209
566 938 1095980487
849 1448 1085446705
849 1448 1085453381
849 1448 1085453469
849 1448 1085453582
849 1448 1091156613
729 1260 1088623774
791 1752 1085446633
617 1891 1085446232
1042 1341 1085445994
308 1322 1085445696
73 685 1085445621
1396 696 1085445576
1396 696 1085445707
1396 696 1085460854
607 169 1085444618
316 785 1085444557
316 785 1085468999
316 785 1085469011
1875 1832 1085443988
1875 1832 1085468112
1875 1832 1085468177
1875 1832 1085468225
1875 1832 1085468304
1875 1832 1085468444
1875 1832 1085468560
1875 1832 1085468619
1875 1832 1085468643
1875 1832 1085468748
1875 1832 1085468869
1875 1832 1085469036
1875 1832 1085469232
1875 1832 1085469264
1875 1832 1085469365
1875 1832 1085469470
1875 1832 1085469586
1875 1832 1085469597
1875 1832 1085469741
1875 1832 1085469790
1875 1832 1085525410
1875 1832 1085525510
1875 1832 1085525636
1875 1832 1085525766
1875 1832 1085525913
1875 1832 1085526192
1875 1832 1085526317
1875 1832 1085526585
1875 1832 1085526954
1875 1832 1085527128
1875 1832 1085527216
1875 1832 1085648504
1875 1832 1085648680
1875 1832 1085648857
1875 1832 1085648926
1875 1832 1085774131
1875 1832 1086015636
1875 1832 1086578495
869 764 1095050177
869 764 1095145000
869 764 1095179436
869 764 1095208748
869 764 1095269199
869 764 1095314026
869 764 1095381850
869 764 1095392058
869 764 1095440421
643 164 1095035465
1306 1099 1085443003
816 342 1097721028
380 197 1085442340
380 197 1085521717
380 197 1085644546
117 1636 1085441841
117 1636 1085448723
599 1753 1085441829
1665 446 1095221734
85 718 1085440356
673 1445 1085440218
673 1445 1085440673
698 1807 1085716297
1698 637 1085556950
1698 637 1085557441
1698 637 1085557729
1698 637 1085559192
40 465 1085440121
40 465 1085541136
40 465 1088816451
40 465 1088817174
40 465 1088821232
105 1477 1086592957
523 114 1085439048
1428 115 1085438972
1396 1209 1085513523
1396 1209 1085521501
1396 1209 1085522127
1396 1209 1085522313
1396 1209 1085522500
1665 929 1085438863
308 1582 1085438047
1351 838 1085437997
1351 838 1085600728
1401 25 1085437900
1395 1371 1086574087
586 874 1085436969
138 1821 1085436890
138 1821 1085457581
1414 989 1085436812
1088 1045 1085436488
1088 1045 1085446224
1434 525 1085436474
1434 525 1085464554
1800 682 1085436467
821 326 1085436357
262 1377 1085436214
1043 62 1085435774
1822 1246 1085435448
1822 1246 1085440615
1822 1246 1085561338
1822 1246 1085561904
1822 1246 1085562053
1822 1246 1086741612
109 1153 1085778490
109 1153 1085778776
1719 173 1085434727
1719 173 1085434798
1719 173 1085435929
1719 173 1085436170
1719 173 1085436385
1719 173 1085436570
1719 173 1085436750
1719 173 1085437055
1719 173 1085437177
1719 173 1085437209
1719 173 1085438230
108 1521 1086327908
685 1371 1085434719
685 1371 1085443929
685 1371 1085451659
685 1371 1085465194
685 1371 1085530696
1387 1043 1085434537
1387 1043 1085600967
1387 1043 1090473069
1387 1043 1090522179
1501 1470 1085434453
1276 1414 1085434411
1276 1414 1085641513
1276 1414 1086244696
1276 1414 1086457615
1276 1414 1089050930
1276 1414 1089602176
1276 1414 1091337398
144 708 1088732096
144 708 1088732592
144 708 1088811312
144 708 1088816265
144 708 1088825660
144 708 1088826818
617 1322 1085433792
617 1322 1085433880
1406 1347 1085433155
1406 1347 1085471753
1406 1347 1085507473
1839 1515 1085432952
1839 1515 1085432993
392 1371 1085443311
392 1371 1085701534
392 1371 1085701733
392 1371 1085701871
392 1371 1085701933
392 1371 1085701949
392 1371 1085701984
392 1371 1085702062
957 1665 1085432095
173 336 1086653026
1001 184 1085432016
1001 184 1085432052
1351 1095 1090882920
1351 1095 1090883535
1753 331 1085431826
1571 1857 1085431682
1571 1857 1085457758
1571 1857 1085460250
1571 1857 1085466142
1571 1857 1085499963
1571 1857 1085501572
1571 1857 1085510101
1571 1857 1085511659
1571 1857 1085521005
1571 1857 1085521319
1571 1857 1085523788
1571 1857 1085533594
1571 1857 1085542292
1571 1857 1085553863
1571 1857 1085586416
1571 1857 1085605386
550 460 1098733554
9 4 1085431584
232 272 1085431368
602 969 1085430794
602 969 1085432275
1387 1882 1085430261
1387 1882 1085431418
1387 1882 1085604153
237 1182 1085430165
237 1182 1085430339
237 1182 1085430549
237 1182 1085431359
237 1182 1085432198
237 1182 1085432726
237 1182 1085433527
924 705 1085429997
216 1195 1085429708
1327 61 1086022644
1757 130 1085428871
351 1340 1086764789
